id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;justice_sociale;justice_sociale_est_territoire_ressource;actions_daccessibilite_geographique;actions_daccessibilite_geographique_1_nom_de_laction;actions_daccessibilite_geographique_1_etat_davancement;actions_daccessibilite_geographique_1_est_ressource;actions_daccessibilite_geographique_1_resultat_attendu;actions_daccessibilite_geographique_1_resultat_atteint;actions_daccessibilite_geographique_1_descriptif;actions_daccessibilite_geographique_2_nom_de_laction;actions_daccessibilite_geographique_2_etat_davancement;actions_daccessibilite_geographique_2_est_ressource;actions_daccessibilite_geographique_2_resultat_attendu;actions_daccessibilite_geographique_2_resultat_atteint;actions_daccessibilite_geographique_2_descriptif;actions_daccessibilite_geographique_3_nom_de_laction;actions_daccessibilite_geographique_3_etat_davancement;actions_daccessibilite_geographique_3_est_ressource;actions_daccessibilite_geographique_3_resultat_attendu;actions_daccessibilite_geographique_3_resultat_atteint;actions_daccessibilite_geographique_3_descriptif;actions_daccessibilite_geographique_4_nom_de_laction;actions_daccessibilite_geographique_4_etat_davancement;actions_daccessibilite_geographique_4_est_ressource;actions_daccessibilite_geographique_4_resultat_attendu;actions_daccessibilite_geographique_4_resultat_atteint;actions_daccessibilite_geographique_4_descriptif;actions_daccessibilite_geographique_5_nom_de_laction;actions_daccessibilite_geographique_5_etat_davancement;actions_daccessibilite_geographique_5_est_ressource;actions_daccessibilite_geographique_5_resultat_attendu;actions_daccessibilite_geographique_5_resultat_atteint;actions_daccessibilite_geographique_5_descriptif;actions_daccessibilite_sociale;actions_daccessibilite_sociale_1_nom_de_laction;actions_daccessibilite_sociale_1_etat_davancement;actions_daccessibilite_sociale_1_est_ressource;actions_daccessibilite_sociale_1_resultat_attendu;actions_daccessibilite_sociale_1_resultat_atteint;actions_daccessibilite_sociale_1_descriptif;actions_daccessibilite_sociale_2_nom_de_laction;actions_daccessibilite_sociale_2_etat_davancement;actions_daccessibilite_sociale_2_est_ressource;actions_daccessibilite_sociale_2_resultat_attendu;actions_daccessibilite_sociale_2_resultat_atteint;actions_daccessibilite_sociale_2_descriptif;actions_daccessibilite_sociale_3_nom_de_laction;actions_daccessibilite_sociale_3_etat_davancement;actions_daccessibilite_sociale_3_est_ressource;actions_daccessibilite_sociale_3_resultat_attendu;actions_daccessibilite_sociale_3_resultat_atteint;actions_daccessibilite_sociale_3_descriptif;actions_daccessibilite_sociale_4_nom_de_laction;actions_daccessibilite_sociale_4_etat_davancement;actions_daccessibilite_sociale_4_est_ressource;actions_daccessibilite_sociale_4_resultat_attendu;actions_daccessibilite_sociale_4_resultat_atteint;actions_daccessibilite_sociale_4_descriptif;actions_daccessibilite_sociale_5_nom_de_laction;actions_daccessibilite_sociale_5_etat_davancement;actions_daccessibilite_sociale_5_est_ressource;actions_daccessibilite_sociale_5_resultat_attendu;actions_daccessibilite_sociale_5_resultat_atteint;actions_daccessibilite_sociale_5_descriptif;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_1_nom_de_laction;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_1_etat_davancement;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_1_est_ressource;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_1_resultat_attendu;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_1_resultat_atteint;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_1_descriptif;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_2_nom_de_laction;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_2_etat_davancement;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_2_est_ressource;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_2_resultat_attendu;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_2_resultat_atteint;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_2_descriptif;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_3_nom_de_laction;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_3_etat_davancement;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_3_est_ressource;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_3_resultat_attendu;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_3_resultat_atteint;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_3_descriptif;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_4_nom_de_laction;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_4_etat_davancement;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_4_est_ressource;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_4_resultat_attendu;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_4_resultat_atteint;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_4_descriptif;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_5_nom_de_laction;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_5_etat_davancement;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_5_est_ressource;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_5_resultat_attendu;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_5_resultat_atteint;actions_dinformation_et_ou_de_sensibilisation_a_destination_de_publics_specifiques_5_descriptif;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_1_nom_de_laction;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_1_etat_davancement;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_1_est_ressource;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_1_resultat_attendu;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_1_resultat_atteint;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_1_descriptif;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_2_nom_de_laction;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_2_etat_davancement;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_2_est_ressource;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_2_resultat_attendu;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_2_resultat_atteint;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_2_descriptif;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_3_nom_de_laction;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_3_etat_davancement;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_3_est_ressource;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_3_resultat_attendu;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_3_resultat_atteint;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_3_descriptif;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_4_nom_de_laction;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_4_etat_davancement;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_4_est_ressource;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_4_resultat_attendu;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_4_resultat_atteint;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_4_descriptif;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_5_nom_de_laction;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_5_etat_davancement;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_5_est_ressource;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_5_resultat_attendu;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_5_resultat_atteint;actions_de_coordination_entre_les_acteurs_de_la_lutte_contre_la_precarite_alimentaire_5_descriptif;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_1_nom_de_laction;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_1_etat_davancement;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_1_est_ressource;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_1_resultat_attendu;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_1_resultat_atteint;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_1_descriptif;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_2_nom_de_laction;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_2_etat_davancement;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_2_est_ressource;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_2_resultat_attendu;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_2_resultat_atteint;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_2_descriptif;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_3_nom_de_laction;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_3_etat_davancement;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_3_est_ressource;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_3_resultat_attendu;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_3_resultat_atteint;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_3_descriptif;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_4_nom_de_laction;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_4_etat_davancement;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_4_est_ressource;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_4_resultat_attendu;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_4_resultat_atteint;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_4_descriptif;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_5_nom_de_laction;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_5_etat_davancement;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_5_est_ressource;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_5_resultat_attendu;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_5_resultat_atteint;actions_utilisant_lalimentation_et_agriculture_comme_vecteurs_dinsertion_sociale_jardins_dinsertion_travail_avec_structures_dinsertion_sociale_5_descriptif
891;https://france-pat.fr/pat/redon-agglomeration/;"Programme Agricole et Alimentaire de Territoire de REDON Agglomération";"Pays de la Loire, Bretagne";"Ille-et-Vilaine, Loire-Atlantique, Morbihan";35145,56232,44185,56011,56216,56250,44067,35045,35268,35285,35064,35151,35219,56221,35236,56154,56239,35013,35237,56001,56223,44123,35328,44057,44092,56194,35294,44044,44128,56060,44007;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Mieux manger pour tous dans le Pays de Redon ";"Action en cours";non;"coopérations entre acteurs pour lutter contre la précarité alimentaire sur le territoire";;"Le territoire de REDON Agglomération présente des indicateurs de pauvreté inférieurs à la moyenne bretonne, démontrant une fragilité d'une partie importante de la population. La crise du covid plus celle géopolitique entraînant une inflation record à mis en avant de nombreuses difficultés dont la précarité alimentaire. Ainsi, REDON Agglo a déposé une candidature à l'appel à projets ""Mieux manger pour tous"" porté par la DREETS BZH en juin 2023. 
L'objectif premier de ce travail est surtout d'y voir plus clair sur le qui fait quoi pour lutter contre la précarité alimentaire sur le territoire.
2024 : entretiens individuels auprès d'une trentaine d'acteurs (précarité alimentaire, structures sociales, collectif SSA...), mise en place de deux temps d'échange avec l'ensemble de ces acteurs pour partager un état des lieux et identifier des premières pistes de travail
2025 : nouveaux temps de rencontre, priorisation des actions à mettre en place (en cours), premières actions";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1263;https://france-pat.fr/pat/pat-du-bassin-de-bourg-en-bresse/;"PAT du Bassin de Bourg-en-Bresse";Auvergne-Rhône-Alpes;Ain;01230,01212,01364,01367,01163,01029,01147,01296,01108,01232,01124,01128,01388,01380,01433,01196,01040,01406,01127,01321,01391,01445,01236,01432,01229,01266,01309,01038,01387,01346,01024,01375,01140,01115,01301,01125,01408,01177,01195,01259,01429,01065,01344,01264,01385,01150,01053,01447,01072,01317,01369,01184,01254,01245,01336,01289,01405,01069,01422,01211,01197,01374,01425,01106,01151,01145,01451,01241,01350,01139,01437,01130,01095,01426;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Diagnostic des initiatives de lutte contre la précarité alimentaire ";;non;;;"trois mois d'enquête et de diagnostic ";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Sensibilisation à l'agriculture et à l'alimentation auprès d'un public précaire";"Action réalisée";oui;;;"Animations (visites de fermes et ateliers cuisine) auprès des bénéficiaires d'un centre social péri urbain et d'un groupement d'entraide mutuel en zone rurale. Intervention des animatrices de l'AFOCG et l'ADABio, et de la diététicienne de la banque alimentaire";;;non;;;;;;non;;;;;;non;;;;;;non;;;
1264;https://france-pat.fr/pat/pat-du-pays-de-veyle/;"PAT du Pays de Veyle";Auvergne-Rhône-Alpes;Ain;01291,01203,01355,01134,01179,01343,01365,01306,01246,01123,01136,01457,01046,01334,01368,01096,01084,01042;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1265;https://france-pat.fr/pat/pat-de-bugey-sud/;"PAAT de la communauté de communes Bugey-Sud";Auvergne-Rhône-Alpes;Ain;01022,01110,01286,01415,01058,01133,01268,01452,01006,01193,01234,01329,01453,01061,01330,01454,01079,01098,01456,01009,01138,01310,01100,01116,01294,01039,01117,01239,01066,01141,01162,01015,01227,01338,01372,01034,01187,01302,01358,01019,01036,01073,01208;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Cantine des découvertes ";"Action en cours";non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1267;https://france-pat.fr/pat/pat-des-rives-de-lain-pays-du-cerdon/;"PAT Rives de l'Ain - Pays du Cerdon";Auvergne-Rhône-Alpes;Ain;01077,01363,01273,01331,01199,01314,01404,01200,01068,01242,01303,01430,01056,01304;oui;non;oui;"Créer un système de transport solidaire pour notamment permettre à la population en précarité de faire ses courses ";"Action réalisée";non;"Création du TUS";;"Permettre à la population habitant loin des commerces, et/ou ne possédant pas de moyens pour s'y rendre, d'accéder aux points de vente. Action co-portée par le Centre Social Le Cocon et le service mobilité de la CCRAPC.";"Maintenir le portage de repas à domicile pour les personnes âgées.";"Action réalisée";oui;"Maintenir le service et le nombre de bénéficiaires";;"Portage de repas à destination des personnes de plus de 70 ans, atteintes d'un handicap ou d'une maladie ne leur permettant pas de se déplacer et faire à manger. Repas préparés par l'association TREMPLIN à base de produits bios et locaux. Livraisons réalisées par les services de la Poste.";;;non;;;;;;non;;;;;;non;;;;oui;"Réflexion de la création d'un restaurant solidaire par le Centre Social Le Cocon (tiers-lieu).";"Action programmée";non;"Réaliser une étude d'opportunité et de faisabilité pour l'implantation d'un restaurant solidaire";;"En partenariat avec le Centre Social Le Cocon, cette action permettra de faire une étude d'opportunité sur la création d'un restaurant à prix bas en fonction des revenus de chacun. Permettre à la population précaire d'accéder au service de la restauration, à une alimentation saine, locale et de qualité. ";"Réfléchir à la création d'un circuit de livraison de paniers repas solidaires en partenariat avec le Centre social Le Cocon et l'épicerie solidaire Solid'Ain ";"Action programmée";non;"25 paniers par mois";;"Préparation de paniers à base de produits locaux, livrés aux familles les plus modestes lors des permanences du Centre Social dans les communes (au minimum une fois par mois). 
Cette action sera menée de façon conjointe avec les associations d'aide alimentaire et l'épicerie solidaire du territoire. ";;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Travail avec la banque alimentaire pour relocaliser ses achats de légumineuses chez les producteurs locaux.";"Action réalisée";non;"1 achat de + de 500 kg réalisé par la Banque Alimentaire chez les producteurs locaux par an";;"La Banque Alimentaire doit s'approvisionner en achetant les protéines qu'elle propose ensuite aux associations. Cette accompagnement va permettre de rendre accessible les légumineuses aux personnes en situation de précarité. ";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1268;https://france-pat.fr/pat/pat-de-miribel-et-du-plateau/;"PAT de la Communauté de communes de Miribel et du Plateau";Auvergne-Rhône-Alpes;Ain;01376,01249,01418,01043,01275,01424;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Mieux comprendre les problématiques de précarité alimentaire sur le territoire pour mieux lutter contre";"Action en cours";oui;"Engagement d'actions concrètes (Epicerie social ? Tables d'hôtes itinérantes ?)";;"-	Avoir une vision plus précise des difficultés rencontrées par les personnes en situation de précarité alimentaire pour trouver des solutions adaptées
-	Répondre aux besoins d’interconnaissance des acteurs 
-	Créer du lien autour de l’alimentation 
Constitution d’un groupe de travail réunissant les centres sociaux, les associations de solidarité et des habitants volontaires. 
Réalisation collective d’un diagnostic sensible 
Imaginer ensemble des solutions pour lever les obstacles et étudier leurs faisabilités
Moyens dédiés : 10 000 €
Public cible : Habitants de la CCMP / Associations d'aide alimentaire

Livrables souhaités : 
- Production d'un diagnostic fin de la précarité alimentaire du territoire";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1269;https://france-pat.fr/pat/pat-de-montlucon-communaute/;"PAT de la Communauté d'agglomération Montluçon Communauté";Auvergne-Rhône-Alpes;Allier;03101,03262,03098,03140,03211,03212,03279,03136,03206,03145,03314,03161,03231,03244,03216,03007,03167,03280,03261,03233,03185;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1270;https://france-pat.fr/pat/pat-du-pays-de-lapalisse/;"PAT de la Communauté de communes du Pays de Lapalisse";Auvergne-Rhône-Alpes;Allier;03131,03230,03004,03250,03024,03105,03138,03205,03042,03223,03028,03272,03257,03017;oui;non;oui;"Mise en place de jardins familiaux et d'un verger associatif";"Action en cours";oui;"Sensibiliser à la production vivrière";"L'association des ""Jardins familiaux"" et du ""Verger des vérités"" ont toutes les deux été créées. Pour le moment aucun événement n'a été réalisé.";"Mise à disposition de terrain aménagé pour la production maraîchère vivrière et la production fruitière aux habitants du territoire.
Réaliser des activités de formation et de partage autour de ces deux activités de production (troc de graines ou plants, formations, etc.)";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1271;https://france-pat.fr/pat/pat-entrallier-bebsre-et-loire/;"PAT de la Communauté de communes Entr'Allier Bebsre et Loire";Auvergne-Rhône-Alpes;Allier;03019,03035,03067,03132,03181,03100,03215,03263,03232,03102,03265,03071,03103,03234,03266,03298,03137,03154,03235,03299,03171,03187,03284,03300,03253,03091,03207,03239,03142,03208,03240,03014,03289,03079,03144,03177,03226,03274,03178,03291,03179,03034,03147,03196;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1272;https://france-pat.fr/pat/pat-du-bocage-bourbonnais/;"PAT du Bocage Bourbonnais";Auvergne-Rhône-Alpes;Allier;03065,03260,03292,03002,03099,03214,03036,03247,03069,03117,03150,03183,03312,03169,03202,03218,03170,03251,03122,03238,03012,03092,03287,03320,03046;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Collaboration avec L'Epicerie Solidaire du Bocage Bourbonnais";"Action en cours";oui;"Partenaire important pour la mise en place d'un service logistique pour l'approvisionnement de produits locaux auprès des cantines et des commerces";;"L'Epicerie Solidaire du Bocage Bourbonnais, association créée en 2012 dont le siège se situe à Bourbon l'Archambault, accompagne environ 500 bénéficiaires chaque année orientés par les CCAS, tuteurs, assistants sociaux, missions locales.
L'Epicerie est également un chantier d'insertion. Chaque année, une vingtaine de personnes éloignées de l’emploi, sont engagées en CDD d’insertion par l’Epicerie Solidaire sur les types de postes suivants (employé·e·s de libre service, hôtesses et hôtes de caisse, employé?e?s polyvalent?e?s pour nos services au territoire, employé?e?s de secrétariat, employé?e?s d'animation, chargé?e de communication). Dans ce cadre, ces personnes vérifient et exercent leurs aptitudes professionnelles et bénéficient d’un suivi renforcé. Elles effectuent en outre des stages dans d’autres entreprises afin d’accéder à un emploi durable.
L'Epicerie collabore régulièrement avec la Communauté de Communes du Bocage Bourbonnais et d'autres acteurs du territoire, notamment via les Services au Territoire (mise en place, gestion de la logistique, entretien, rangement et nettoyage de salles lors d'événements se déroulant sur le territoire) et aussi via le portage de repas en collaboration avec le centre social 1,2,3 Bocage.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1273;https://france-pat.fr/pat/pat-de-vichy-communaute/;"PAT de Vichy Communauté";Auvergne-Rhône-Alpes;Allier;03006,03201,03023,03008,03056,03236,03252,03139,03157,03044,03060,03125,03141,03174,03271,03029,03045,03093,03126,03224,03304,03094,03110,03273,03095,03258,03306,03080,03001,03033,03113,03163,03050,03066,03165,03310,03068,03248,03264;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Étude sur les jardins partagés";"Action en cours";non;;;"Évaluation du potentiel des jardins partagés pour lutter contre la précarité alimentaire";;;non;;;;;;non;;;;;;non;;;;;;non;;;
